"Compound","Effect","Metabolite","Plate","Dose","SampleType","Well","ApexIntensity"
"DMSO","SolventControl","2'-deoxycytidine","C152",0.1,"media","h3",676.018859863281
"DMSO","SolventControl","Arachidonic Acid","C168",0.1,"cells","g3",355776.25
"DMSO","SolventControl","Arachidonic Acid","C170",0.1,"cells","g3",293982.84375
"DMSO","SolventControl","Citrulline-D4","C184",0.1,"cells","b3",5660.6943359375
"DMSO","SolventControl","Lactate.D3","C177",0.1,"cells","e3",9034.841796875
"DMSO","SolventControl","Lactate.D3","C177",0.1,"cells","f3",9302.5654296875
"DMSO","SolventControl","Lactate.D3","C177",0.1,"cells","g3",8549.16796875
"DMSO","SolventControl","Citrulline-D4","C171",0.1,"media","h3",36199.3359375
"DMSO","SolventControl","Citrulline-D4","C185",0.1,"cells","f3",12127.8837890625
"DMSO","SolventControl","2'-deoxycytidine","C1ds2",0.1,"media","a3",892.401245117188
"DMSO","SolventControl","Lactate","C184",0.1,"media","h3",2385.72680664062
"DMSO","SolventControl","Lactate.D3","C187",0.1,"media","h3",2600.46850585938
"DMSO","SolventControl","2'-deoxycytidine","C1ca1",0.1,"cells","g3",8054.99560546875
"DMSO","SolventControl","Thymidine.D4","C152",0.1,"cells","g3",72616.7578125
"DMSO","SolventControl","2'-deoxycytidine","C1ds2",0.1,"cells","g3",8686.0205078125
"DMSO","SolventControl","Lactate","C181",0.1,"cells","b3",42174.2421875
"DMSO","SolventControl","Thymidine","C1ds1",0.1,"cells","f3",15315.421875
"DMSO","SolventControl","Thymidine","C1ds1",0.1,"cells","g3",16650.283203125
"DMSO","SolventControl","Lactate.D3","C185",0.1,"cells","d3",2413.3271484375
"DMSO","SolventControl","Thymidine.D4","C149",0.1,"cells","c3",89941.0078125
"DMSO","SolventControl","Thymidine.D4","C153",0.1,"cells","d3",80491.8828125
"DMSO","SolventControl","Citrulline-D4","C180",0.1,"cells","g3",27909.484375
"DMSO","SolventControl","Citrulline-D4","C153",0.1,"cells","d3",44165.77734375
"DMSO","SolventControl","Thymidine.D4","C148",0.1,"media","a3",81055.4140625
"DMSO","SolventControl","Lactate.D3","C184",0.1,"cells","c3",2113.880859375
"DMSO","SolventControl","Thymidine.D4","C148",0.1,"cells","e3",80762.6171875
"DMSO","SolventControl","Lactate","C178",0.1,"media","a3",14138.7998046875
"DMSO","SolventControl","Lactate","C147",0.1,"cells","c3",22552.54296875
"DMSO","SolventControl","Thymidine.D4","C161",0.1,"cells","b3",93479.7578125
"DMSO","SolventControl","Lactate","C1ca1",0.1,"cells","c3",22354.076171875
"DMSO","SolventControl","Lactate","C1ca1",0.1,"cells","e3",24573.140625
"DMSO","SolventControl","Citrulline-D4","C187",0.1,"cells","e3",10783.7939453125
"DMSO","SolventControl","Thymidine","C1ca2",0.1,"cells","c3",19501.6484375
"DMSO","SolventControl","Lactate","C1ds1",0.1,"cells","f3",17654.642578125
"DMSO","SolventControl","Thymidine.D4","C159",0.1,"cells","d3",86694.375
"DMSO","SolventControl","Arachidonic Acid","C175",0.1,"cells","g3",294618.78125
"DMSO","SolventControl","Lactate","C1ca1",0.1,"cells","f3",20948.849609375
"DMSO","SolventControl","Arachidonic Acid","C166",0.1,"cells","e3",354214.84375
"DMSO","SolventControl","Arachidonic Acid","C166",0.1,"cells","f3",306814
"DMSO","SolventControl","Arachidonic Acid","C1ca2",0.1,"media","h3",319996.125
"DMSO","SolventControl","Lactate","C1ca2",0.1,"media","a3",12635.322265625
"DMSO","SolventControl","Lactate","C1ca2",0.1,"cells","b3",20772.0234375
"DMSO","SolventControl","Thymidine","C180",0.1,"cells","d3",16434.072265625
"DMSO","SolventControl","Arachidonic Acid","C153",0.1,"cells","c3",316154.84375
"DMSO","SolventControl","Lactate","C1ca2",0.1,"cells","d3",17265.701171875
"DMSO","SolventControl","Arachidonic Acid","C147",0.1,"media","h3",518823.34375
"DMSO","SolventControl","2'-deoxycytidine","C1ca1",0.1,"cells","b3",7559.4267578125
"DMSO","SolventControl","2'-deoxycytidine","C1ca1",0.1,"cells","d3",7799.947265625
"DMSO","SolventControl","Lactate","C1ca2",0.1,"cells","g3",23183.083984375
"DMSO","SolventControl","Thymidine","C147",0.1,"cells","c3",31035.55078125
"DMSO","SolventControl","Thymidine","C147",0.1,"cells","d3",31433.9765625
"DMSO","SolventControl","Thymidine","C153",0.1,"cells","g3",17877.35546875
"DMSO","SolventControl","Citrulline-D4","C184",0.1,"cells","f3",8228.6875
"DMSO","SolventControl","Thymidine","C1ds1",0.1,"cells","b3",12496.974609375
"DMSO","SolventControl","Thymidine.D4","C181",0.1,"media","a3",58827.8359375
"DMSO","SolventControl","Thymidine","C1ds1",0.1,"cells","e3",16308.0576171875
"DMSO","SolventControl","Lactate","C182",0.1,"cells","g3",30545.41015625
"DMSO","SolventControl","Thymidine.D4","C150",0.1,"cells","d3",84785.65625
"DMSO","SolventControl","Citrulline-D4","C181",0.1,"cells","g3",24955.412109375
"DMSO","SolventControl","Arachidonic Acid","C179",0.1,"cells","f3",309715.75
"DMSO","SolventControl","Arachidonic Acid","C1ds1",0.1,"cells","d3",297495.375
"DMSO","SolventControl","Citrulline-D4","C149",0.1,"media","h3",64162.85546875
"DMSO","SolventControl","Thymidine.D4","C153",0.1,"cells","b3",79448.546875
"DMSO","SolventControl","Citrulline-D4","C150",0.1,"media","h3",49046.3515625
"DMSO","SolventControl","Thymidine","C187",0.1,"cells","b3",13319.89453125
"DMSO","SolventControl","Thymidine","C1ds2",0.1,"cells","e3",14977.0048828125
"DMSO","SolventControl","Lactate","C147",0.1,"cells","b3",23658.255859375
"DMSO","SolventControl","Arachidonic Acid","C1ds2",0.1,"cells","e3",406470.3125
"DMSO","SolventControl","Lactate","C1ds1",0.1,"cells","c3",11833.3642578125
"DMSO","SolventControl","Lactate","C147",0.1,"cells","e3",24026.6328125
"DMSO","SolventControl","Lactate","C147",0.1,"cells","f3",22737.82421875
"DMSO","SolventControl","Thymidine.D4","C1ds1",0.1,"cells","c3",60318.53125
"DMSO","SolventControl","Arachidonic Acid","C169",0.1,"cells","g3",268714.75
"DMSO","SolventControl","Citrulline-D4","C1ds1",0.1,"cells","e3",21322.189453125
"DMSO","SolventControl","Arachidonic Acid","C175",0.1,"cells","f3",166324.65625
"DMSO","SolventControl","Arachidonic Acid","C166",0.1,"cells","b3",347462
"DMSO","SolventControl","Arachidonic Acid","C166",0.1,"cells","c3",322840.34375
"DMSO","SolventControl","Lactate.D3","C179",0.1,"cells","e3",11036.359375
"DMSO","SolventControl","Lactate.D3","C179",0.1,"cells","f3",10299.453125
"DMSO","SolventControl","Lactate","C1ds2",0.1,"media","h3",13941.2919921875
"DMSO","SolventControl","Arachidonic Acid","C171",0.1,"cells","f3",222927.8125
"DMSO","SolventControl","Arachidonic Acid","C170",0.1,"cells","c3",230833.25
"DMSO","SolventControl","Arachidonic Acid","C153",0.1,"cells","b3",314739.4375
"DMSO","SolventControl","Arachidonic Acid","C168",0.1,"cells","e3",395171.0625
"DMSO","SolventControl","Arachidonic Acid","C171",0.1,"media","h3",275746.34375
"DMSO","SolventControl","Citrulline-D4","C1ds3",0.1,"cells","d3",22660.818359375
"DMSO","SolventControl","Arachidonic Acid","C164",0.1,"cells","f3",304212.3125
"DMSO","SolventControl","Thymidine","C153",0.1,"cells","d3",21269.533203125
"DMSO","SolventControl","Citrulline-D4","C183",0.1,"cells","c3",19840.75
"DMSO","SolventControl","Thymidine.D4","C154",0.1,"cells","e3",76741.1953125
"DMSO","SolventControl","2'-deoxycytidine","C1ds1",0.1,"cells","d3",5738.822265625
"DMSO","SolventControl","Arachidonic Acid","C163",0.1,"media","h3",285466.90625
"DMSO","SolventControl","2'-deoxycytidine","C1ds1",0.1,"cells","c3",7839.0517578125
"DMSO","SolventControl","Thymidine","C178",0.1,"cells","c3",19589.94140625
"DMSO","SolventControl","Citrulline-D4","C165",0.1,"media","h3",48909.6953125
"DMSO","SolventControl","Citrulline-D4","C150",0.1,"cells","g3",48082.45703125
"DMSO","SolventControl","Thymidine.D4","C181",0.1,"cells","b3",58014.59765625
"DMSO","SolventControl","Arachidonic Acid","C180",0.1,"cells","f3",407219.46875
"DMSO","SolventControl","Thymidine.D4","C150",0.1,"cells","e3",91263.3359375
"DMSO","SolventControl","Arachidonic Acid","C159",0.1,"cells","g3",305733.5
"DMSO","SolventControl","Lactate","C153",0.1,"cells","g3",15186.0791015625
"DMSO","SolventControl","Arachidonic Acid","C1ds1",0.1,"cells","c3",322418.1875
"DMSO","SolventControl","2'-deoxycytidine","C185",0.1,"cells","b3",3718.07373046875
"DMSO","SolventControl","Arachidonic Acid","C173",0.1,"cells","e3",321148.71875
"DMSO","SolventControl","Arachidonic Acid","C1ds3",0.1,"cells","g3",277115.03125
"DMSO","SolventControl","Thymidine.D4","C159",0.1,"cells","f3",82060.8359375
"DMSO","SolventControl","Thymidine","C1ds2",0.1,"media","h3",3425.82861328125
"DMSO","SolventControl","Thymidine.D4","C148",0.1,"cells","f3",80324.03125
"DMSO","SolventControl","Arachidonic Acid","C155",0.1,"cells","g3",299044.875
"DMSO","SolventControl","Thymidine.D4","C162",0.1,"cells","c3",76996.3984375
"DMSO","SolventControl","Arachidonic Acid","C176",0.1,"cells","d3",285219.28125
"DMSO","SolventControl","Citrulline-D4","C178",0.1,"cells","f3",29941.05078125
"DMSO","SolventControl","Lactate.D3","C180",0.1,"cells","c3",10174.9033203125
"DMSO","SolventControl","Citrulline-D4","C1ds2",0.1,"media","a3",23307.0859375
"DMSO","SolventControl","Lactate.D3","C180",0.1,"cells","d3",11893.650390625
"DMSO","SolventControl","Thymidine.D4","C161",0.1,"cells","f3",94345.3515625
"DMSO","SolventControl","Citrulline-D4","C182",0.1,"cells","b3",24178.408203125
"DMSO","SolventControl","Arachidonic Acid","C163",0.1,"cells","g3",321175.3125
"DMSO","SolventControl","Citrulline-D4","C168",0.1,"cells","g3",21972.927734375
"DMSO","SolventControl","Lactate.D3","C179",0.1,"cells","g3",10039.169921875
"DMSO","SolventControl","Arachidonic Acid","C170",0.1,"media","a3",215044.21875
"DMSO","SolventControl","Thymidine","C180",0.1,"media","a3",4099.71875
"DMSO","SolventControl","Arachidonic Acid","C168",0.1,"cells","f3",353621.15625
"DMSO","SolventControl","Lactate","C186",0.1,"cells","d3",2646.06079101562
"DMSO","SolventControl","Citrulline-D4","C166",0.1,"cells","d3",26597.037109375
"DMSO","SolventControl","Thymidine.D4","C155",0.1,"cells","e3",85612.4453125
"DMSO","SolventControl","Thymidine","C170",0.1,"cells","e3",16180.8720703125
"DMSO","SolventControl","Thymidine","C170",0.1,"cells","f3",23504.83984375
"DMSO","SolventControl","Citrulline-D4","C182",0.1,"media","a3",27435.46875
"DMSO","SolventControl","Thymidine.D4","C150",0.1,"cells","b3",89307.4609375
"DMSO","SolventControl","2'-deoxycytidine","C153",0.1,"cells","f3",14359.5888671875
"DMSO","SolventControl","Citrulline-D4","C1ds1",0.1,"cells","f3",20098.0859375
"DMSO","SolventControl","Thymidine","C170",0.1,"media","h3",3886.08349609375
"DMSO","SolventControl","Citrulline-D4","C168",0.1,"media","h3",24115.2109375
"DMSO","SolventControl","Thymidine","C178",0.1,"cells","d3",21947.39453125
"DMSO","SolventControl","Lactate","C181",0.1,"media","a3",38406.60546875
"DMSO","SolventControl","Thymidine","C1ca1",0.1,"media","a3",5226.13427734375
"DMSO","SolventControl","Thymidine.D4","C150",0.1,"media","a3",93996.046875
"DMSO","SolventControl","Arachidonic Acid","C180",0.1,"cells","g3",398920.21875
"DMSO","SolventControl","Thymidine","C187",0.1,"cells","c3",14404.751953125
"DMSO","SolventControl","Lactate.D3","C185",0.1,"cells","e3",2080.26416015625
"DMSO","SolventControl","Lactate","C153",0.1,"cells","f3",13204.0849609375
"DMSO","SolventControl","Citrulline-D4","C159",0.1,"cells","f3",49929.6328125
"DMSO","SolventControl","Lactate","C1ca2",0.1,"cells","e3",17925.3515625
"DMSO","SolventControl","Lactate","C1ca2",0.1,"cells","f3",20836.75390625
"DMSO","SolventControl","Thymidine.D4","C154",0.1,"cells","d3",79164.7890625
"DMSO","SolventControl","Arachidonic Acid","C1ds2",0.1,"cells","b3",408304.96875
"DMSO","SolventControl","Thymidine","C1ds2",0.1,"cells","f3",15580.8427734375
"DMSO","SolventControl","Lactate","C1ds1",0.1,"cells","b3",10162.1962890625
"DMSO","SolventControl","Lactate","C147",0.1,"cells","d3",19531.931640625
"DMSO","SolventControl","Lactate","C1ca1",0.1,"cells","b3",28654.474609375
"DMSO","SolventControl","Thymidine.D4","C147",0.1,"media","h3",93120.7890625
"DMSO","SolventControl","Arachidonic Acid","C1ds3",0.1,"cells","f3",237836.515625
"DMSO","SolventControl","Lactate","C1ds1",0.1,"cells","e3",13991.55859375
"DMSO","SolventControl","Lactate.D3","C153",0.1,"media","h3",14185.48046875
"DMSO","SolventControl","Citrulline-D4","C166",0.1,"media","h3",27700.642578125
"DMSO","SolventControl","Thymidine.D4","C151",0.1,"cells","e3",86117.671875
"DMSO","SolventControl","Thymidine.D4","C161",0.1,"cells","e3",88967.5625
"DMSO","SolventControl","Arachidonic Acid","C153",0.1,"cells","e3",304779.90625
"DMSO","SolventControl","Lactate","C1ds2",0.1,"cells","f3",20371.888671875
"DMSO","SolventControl","Lactate.D3","C179",0.1,"media","h3",12680.646484375
"DMSO","SolventControl","Arachidonic Acid","C166",0.1,"cells","g3",352344.5625
"DMSO","SolventControl","Thymidine","C180",0.1,"cells","c3",16510.498046875
"DMSO","SolventControl","Lactate.D3","C1ca1",0.1,"media","a3",10901.4638671875
"DMSO","SolventControl","Lactate.D3","C1ca1",0.1,"cells","b3",9002.6396484375
"DMSO","SolventControl","Citrulline-D4","C184",0.1,"media","a3",7580.384765625
"DMSO","SolventControl","Arachidonic Acid","C165",0.1,"media","h3",345306.28125
"DMSO","SolventControl","Citrulline-D4","C166",0.1,"cells","e3",25953.826171875
"DMSO","SolventControl","Thymidine.D4","C153",0.1,"media","a3",90658.7265625
"DMSO","SolventControl","Thymidine","C1ca2",0.1,"cells","b3",21695.2890625
"DMSO","SolventControl","Thymidine.D4","C1ds3",0.1,"cells","e3",56228.65234375
"DMSO","SolventControl","Arachidonic Acid","C153",0.1,"cells","d3",318211.625
"DMSO","SolventControl","2'-deoxycytidine","C1ds1",0.1,"cells","b3",6739.19140625
"DMSO","SolventControl","Thymidine","C179",0.1,"cells","b3",19959.16015625
"DMSO","SolventControl","Lactate","C1ca2",0.1,"media","h3",16084.193359375
"DMSO","SolventControl","Lactate","C183",0.1,"media","h3",6453.3271484375
"DMSO","SolventControl","Citrulline-D4","C151",0.1,"media","h3",48735.875
"DMSO","SolventControl","Thymidine.D4","C151",0.1,"cells","d3",81663.8671875
"DMSO","SolventControl","Lactate","C182",0.1,"media","h3",24964.783203125
"DMSO","SolventControl","Thymidine.D4","C151",0.1,"cells","g3",88502.9296875
"DMSO","SolventControl","2'-deoxycytidine","C185",0.1,"cells","c3",4150.2900390625
"DMSO","SolventControl","Citrulline-D4","C159",0.1,"cells","e3",51731.9375
"DMSO","SolventControl","Citrulline-D4","C1ca2",0.1,"cells","c3",27289.9453125
"DMSO","SolventControl","Thymidine.D4","C162",0.1,"cells","f3",86315.3515625
"DMSO","SolventControl","Lactate","C1ds3",0.1,"cells","b3",19095.982421875
"DMSO","SolventControl","Thymidine.D4","C1ca2",0.1,"media","a3",66602.1171875
"DMSO","SolventControl","Lactate","C1ca1",0.1,"cells","g3",28510.203125
"DMSO","SolventControl","Citrulline-D4","C156",0.1,"cells","g3",45490.20703125
"DMSO","SolventControl","Arachidonic Acid","C1ds2",0.1,"cells","d3",382206.375
"DMSO","SolventControl","Thymidine.D4","C163",0.1,"cells","f3",81795.65625
"DMSO","SolventControl","Citrulline-D4","C178",0.1,"cells","g3",29779.443359375
"DMSO","SolventControl","Thymidine.D4","C163",0.1,"cells","g3",84405.15625
"DMSO","SolventControl","2'-deoxycytidine","C153",0.1,"cells","e3",13126.2998046875
"DMSO","SolventControl","Citrulline-D4","C177",0.1,"cells","f3",29313.005859375
"DMSO","SolventControl","Thymidine","C179",0.1,"media","a3",5134.49951171875
"DMSO","SolventControl","Thymidine","C187",0.1,"cells","d3",14980.880859375
"DMSO","SolventControl","Citrulline-D4","C185",0.1,"cells","d3",10036.439453125
"DMSO","SolventControl","Thymidine.D4","C151",0.1,"cells","f3",85190.0625
"DMSO","SolventControl","Thymidine","C170",0.1,"cells","g3",25667.33984375
"DMSO","SolventControl","Thymidine","C153",0.1,"cells","e3",16997.140625
"DMSO","SolventControl","Arachidonic Acid","C164",0.1,"media","h3",288139.4375
"DMSO","SolventControl","Lactate","C186",0.1,"media","a3",2394.70458984375
"DMSO","SolventControl","Lactate","C1ds2",0.1,"cells","e3",21520.44921875
"DMSO","SolventControl","Lactate","C1ds2",0.1,"cells","b3",15930.2421875
"DMSO","SolventControl","Arachidonic Acid","C168",0.1,"cells","d3",381548.875
"DMSO","SolventControl","Lactate","C1ds2",0.1,"media","a3",15418.44140625
"DMSO","SolventControl","Citrulline-D4","C1ca2",0.1,"media","a3",30545.833984375
"DMSO","SolventControl","Citrulline-D4","C181",0.1,"cells","f3",24375.03125
"DMSO","SolventControl","Thymidine","C1ca2",0.1,"media","a3",4123.4423828125
"DMSO","SolventControl","Lactate.D3","C186",0.1,"cells","c3",1791.189453125
"DMSO","SolventControl","Lactate","C1ds3",0.1,"cells","e3",21256.16015625
"DMSO","SolventControl","Thymidine","C178",0.1,"media","a3",4945.28515625
"DMSO","SolventControl","Thymidine","C178",0.1,"cells","b3",22327.052734375
"DMSO","SolventControl","Citrulline-D4","C1ds1",0.1,"cells","g3",21095.25
"DMSO","SolventControl","2'-deoxycytidine","C1ds1",0.1,"media","a3",959.069702148438
"DMSO","SolventControl","Thymidine.D4","C163",0.1,"cells","e3",80926.796875
"DMSO","SolventControl","Arachidonic Acid","C172",0.1,"media","h3",261752.671875
"DMSO","SolventControl","2'-deoxycytidine","C1ca1",0.1,"media","h3",833.559631347656
"DMSO","SolventControl","2'-deoxycytidine","C186",0.1,"cells","c3",3386.39453125
"DMSO","SolventControl","Lactate","C153",0.1,"cells","c3",14007.9951171875
"DMSO","SolventControl","Lactate.D3","C153",0.1,"cells","g3",12050.4765625
"DMSO","SolventControl","Citrulline-D4","C185",0.1,"cells","c3",9165.6162109375
"DMSO","SolventControl","Thymidine.D4","C162",0.1,"cells","e3",85308.8671875
"DMSO","SolventControl","Lactate.D3","C186",0.1,"cells","b3",1715.55932617188
"DMSO","SolventControl","Lactate","C1ds3",0.1,"cells","d3",20045.93359375
"DMSO","SolventControl","Citrulline-D4","C1ca2",0.1,"cells","d3",30447.62109375
"DMSO","SolventControl","Arachidonic Acid","C164",0.1,"cells","g3",321056.25
"DMSO","SolventControl","Lactate","C1ca1",0.1,"media","h3",16096.3779296875
"DMSO","SolventControl","Lactate","C1ds2",0.1,"cells","g3",19292.759765625
"DMSO","SolventControl","Arachidonic Acid","C1ds2",0.1,"cells","c3",388219.875
"DMSO","SolventControl","Arachidonic Acid","C1ds2",0.1,"media","h3",354355.53125
"DMSO","SolventControl","Thymidine.D4","C163",0.1,"media","h3",85737.890625
"DMSO","SolventControl","Thymidine.D4","C162",0.1,"cells","d3",86058.4609375
"DMSO","SolventControl","2'-deoxycytidine","C151",0.1,"cells","f3",17592.353515625
"DMSO","SolventControl","Lactate","C153",0.1,"cells","e3",13803.4921875
"DMSO","SolventControl","Arachidonic Acid","C165",0.1,"cells","g3",286948.875
"DMSO","SolventControl","Citrulline-D4","C158",0.1,"media","h3",61072.515625
"DMSO","SolventControl","Lactate","C153",0.1,"media","a3",20124.849609375
"DMSO","SolventControl","Lactate","C1ds3",0.1,"media","a3",16514.8125
"DMSO","SolventControl","Arachidonic Acid","C165",0.1,"cells","d3",335098.6875
"DMSO","SolventControl","Thymidine","C1ca2",0.1,"cells","e3",20783.4296875
"DMSO","SolventControl","Citrulline-D4","C1ds1",0.1,"media","h3",19188.1953125
"DMSO","SolventControl","Citrulline-D4","C1ds2",0.1,"cells","e3",20817.765625
"DMSO","SolventControl","Lactate","C186",0.1,"cells","c3",2686.65234375
"DMSO","SolventControl","Arachidonic Acid","C1ca2",0.1,"cells","d3",247099.546875
"DMSO","SolventControl","Lactate","C1ds3",0.1,"cells","c3",19150.23046875
"DMSO","SolventControl","Arachidonic Acid","C1ds1",0.1,"media","a3",340225.03125
